"46270DO002_201617 Land Management and Farming in Australia, 2016�17",,,,,,,
Released at 11:30 am (Canberra time) 26 June 2018,,,,,,,
"Land Management and Farming in Australia, 2016-17 � Australia, States and Territories and NRM regions�2016-17",,,,,,,
,,,,,,,
Region code,Region label,Data item code,Data item description,Estimate,Estimate - Relative Standard Errors,Number of agricultural businesses,Number of agricultural businesses - Relative Standard Errors
206,North Central,AGFERTTYPEAHAAMP_F,Fertiliser - Fertiliser use - Ammonium phosphates - Area applied to (ha),"509,621",,998,
206,North Central,AGFERTTYPEATOAMP_F,Fertiliser - Fertiliser use - Ammonium phosphates - Weight applied (t),"37,291",,998,
206,North Central,AGFERTTYPEALOAMP_F,Fertiliser - Fertiliser use - Ammonium phosphates - Volume applied (L),"27,737",*,10,**
206,North Central,AGFERTTYPEAHAONS_F,Fertiliser - Fertiliser use - Other nitrogen-based fertilisers - Area applied to (ha),"38,950",*,116,*
206,North Central,AGFERTTYPEATOONB_F,Fertiliser - Fertiliser use - Other nitrogen-based fertilisers - Weight applied (t),"3,080",*,111,*
206,North Central,AGFERTTYPELTRONB_F,Fertiliser - Fertiliser use - Other nitrogen-based fertilisers - Volume applied (L),"25,523",*,5,*
206,North Central,AGFERTTYPEAHAAOF_F,Fertiliser - Fertiliser use - All other fertilisers - Area applied to (ha),"10,500",*,83,*
206,North Central,AGFERTTYPEATOOTH_F,Fertiliser - Fertiliser use - All other fertilisers - Weight applied (t),"1,793",*,71,*
206,North Central,AGFERTTYPELTROTH_F,Fertiliser - Fertiliser use - All other fertilisers - Volume applied (L),"75,474",*,14,**
206,North Central,LMFCROPAHAIP_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Irrigated pasture - Area fertilised (ha),"56,006",^,244,^
206,North Central,LMFCROPATOIP_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Irrigated pasture - Weight applied (t),"7,522",*,225,^
206,North Central,LMFCROPALTIP_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Irrigated pasture - Volume applied (L),np,,np,
206,North Central,LMFCROPAHANIP_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Non-irrigated pasture - Area fertilised (ha),"29,383",*,141,*
206,North Central,LMFCROPATONIP_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Non-irrigated pasture - Weight applied (t),"4,137",*,127,*
206,North Central,LMFCROPAHAOTI_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Other irrigated crops - Area fertilised (ha),"19,895",^,160,^
206,North Central,LMFCROPATOOTI_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Other irrigated crops - Weight applied (t),"6,043",^,159,^
206,North Central,LMFCROPALTOTI_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Other irrigated crops - Volume applied (L),np,,12,^
206,North Central,LMFCROPAHAOTNI_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Other non-irrigated crops - Area fertilised (ha),"350,462",^,513,^
206,North Central,LMFCROPATOOTNI_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Other non-irrigated crops - Weight applied (t),"38,045",^,471,^
206,North Central,LMFCROPALTOTNI_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Other non-irrigated crops - Volume applied (L),"617,409",**,18,*
207,North East,AGLANDTOTLAHA_F,Area of holding (ha) (a),"656,572",^,"1,553",
207,North East,AGNONPRODAHA_F,Land use - Land not used for agricultural production - Total area (ha),"37,426",^,962,
207,North East,AGNONPROD_AHACON_F,Land use - Land set aside for conservation/protection purposes - Area (ha) (b),"27,513",*,563,^
207,North East,AGNONPROD_AHAOTH_F,Land use - Other areas not used for agricultural production - Area (ha) (c),"9,912",^,899,
207,North East,AGPRODAGLAHA_F,Land use - Land mainly used for agricultural production - Total area (ha),"580,193",^,"1,471",
207,North East,AGPROD_AHACRP_F,Land use - Land mainly used for crops - Area (ha) (d),"33,501",^,337,
207,North East,AGLANDGRAZEHA_F,Land use - Land mainly used for grazing - Total area (ha) (e),"542,473",^,"1,378",
207,North East,AGPROD_AHAGRI_F,Land use - Land mainly used for grazing - Grazing on improved pastures - Area (ha),"263,645",,"1,179",
207,North East,AGPROD_AHAGRO_F,Land use - Land mainly used for grazing - Grazing on other land - Area (ha) (f),"278,828",*,633,
207,North East,AGPROD_AHACRGR_D,Land use - Land mainly used for cropping and improved pastures - Total area (ha),"297,146",,"1,295",
207,North East,AGPROD_AHAFOR_F,Land use - Land mainly used for forestry - Total area (ha),"3,012",,120,
207,North East,AGPRODFORPLAAHA_F,Land use - Land mainly used for forestry - Plantation forest - Area (ha),385,*,51,*
207,North East,AGPRODFORNATAHA_F,Land use - Land mainly used for forestry - Native forest - Area (ha),"2,627",^,72,*
207,North East,AGPROD_AHAOTH_F,Land use - Land mainly used for other agricultural purposes - Area (ha) (g),"1,207",**,35,*
207,North East,AGLANDLSAHACAG_F,Agricultural land vacated - Use of land after vacation - Continued agricultural use - Area of land sold (ha),np,,77,*
207,North East,AGLANDLLVAHACAG_F,Agricultural land vacated - Use of land after vacation - Continued agricultural use - Area of land leased out or vacated (ha),"4,932",*,62,*
207,North East,AGLANDLSAHAUDV_F,Agricultural land vacated - Use of land after vacation - Urban development - Area of land sold (ha),np,,np,
207,North East,AGLANDLSAHAOTH_F,Agricultural land vacated - Use of land after vacation - Other/unknown - Area of land sold (ha),np,,np,
207,North East,AGLANDSOLDHA_F,Agricultural land vacated - Land sold during the reference period - Total area (ha),"9,621",*,97,*
207,North East,AGLANDLEAVACHA_F,Agricultural land vacated - Land leased out or vacated during the reference period - Total area (ha),"4,932",*,62,*
207,North East,LMPAST100ANPAHA_F,Pasture management - Area 100 percent annual pasture - Area (ha),"20,559",^,135,^
207,North East,LMPASTANNPERAHA_F,Pasture management - Area mix of annual and perennial pasture - Area (ha),"80,632",^,346,^
207,North East,LMPAST100PERAHA_F,Pasture management - Area 100 percent perennial pasture - Area (ha),"16,388",^,119,^
207,North East,LMLANDCRPPAS_F,Crop and pasture management - Pasture and crop land cultivated - Total area cultivated (ha),"45,473",^,417,^
207,North East,LMPASTCULTPAAHA_F,Crop and pasture management - Pasture land cultivated - Total area cultivated - Area (ha) (a),"20,098",,315,
207,North East,LMPASTNOCULPAAHA_F,Crop and pasture management - Pasture land cultivated - No cultivation (apart from sowing or planting) - Area (ha),"13,230",^,200,^
207,North East,LMPAST1CULTPAAHA_F,Crop and pasture management - Pasture land cultivated - One cultivation - Area (ha),"3,962",*,116,^
207,North East,LMPAST2CULTPAAHA_F,Crop and pasture management - Pasture land cultivated - Two cultivations - Area (ha),"2,320",*,63,*
207,North East,LMPAST3CULTPAAHA_F,Crop and pasture management - Pasture land cultivated - Three or more cultivations - Area (ha),586,*,25,*
207,North East,LMPASTCULTCRAHA_F,Crop and pasture management - Crop land cultivated - Total area cultivated - Area (ha) (a),"25,375",,150,
207,North East,LMPASTNOCULCRAHA_F,Crop and pasture management - Crop land cultivated - No cultivation (apart from sowing or planting) - Area (ha),"21,234",*,71,^
207,North East,LMPAST1CULCRAHA_F,Crop and pasture management - Crop land cultivated - One cultivation - Area (ha),"2,109",**,41,^
207,North East,LMPAST2CULTCRAHA_F,Crop and pasture management - Crop land cultivated - Two cultivations - Area (ha),"1,223",**,28,*
207,North East,LMPAST3CULTCRAHA_F,Crop and pasture management - Crop land cultivated - Three or more cultivations - Area (ha),809,*,37,*
207,North East,LMCULTNUMAHA0_F,Crop and pasture management - Pasture and crop land cultivated - No cultivation (apart from sowing or planting) - Total area (ha),"34,465",*,260,^
207,North East,LMCULTNUMAHA1_F,Crop and pasture management - Pasture and crop land cultivated - One cultivation - Total area (ha),"6,071",*,140,^
207,North East,LMCULTNUMAHA2_F,Crop and pasture management - Pasture and crop land cultivated - Two cultivations - Total area (ha),"3,543",*,87,*
207,North East,LMCULTNUMAHA3_F,Crop and pasture management - Pasture and crop land cultivated - Three or more cultivations - Total area (ha),"1,394",*,52,*
207,North East,LMCRSTMAHA_F,Crop stubble and/or trash management -Total area of broadacre crop stubble (ha),"18,915",^,92,^
207,North East,LMCRSTMCMBAHA_F,Crop stubble and/or trash management - Cool-moderate burn - Total area (ha),"5,827",*,44,^
207,North East,LMCRSTMHOBAHA_F,Crop stubble and/or trash management - Hot burn - Total area (ha),"4,694",*,23,*
207,North East,LMCRSTMWDLAHA_F,Crop stubble and/or trash management - Windrowed and left - Total area (ha),546,**,4,**
207,North East,LMCRSTMWDRAHA_F,Crop stubble and/or trash management - Windrowed and removed - Total area (ha),"1,771",**,12,*
207,North East,LMCRSTMINCSAHA_F,Crop stubble and/or trash management - Incorporated into soil - Total area (ha),227,**,6,**
207,North East,LMCRSTMRETGAHA_F,Crop stubble and/or trash management - Retained on ground- Total area (ha),"1,563",*,22,*
207,North East,LMCRSTMRESAHA_F,Crop stubble and/or trash management - Retained standing - Total area (ha),"2,606",**,15,*
207,North East,LMCRSTMGROAHA_F,Crop stubble and/or trash management - Grazed off - Total area (ha),"1,542",*,32,*
207,North East,LMCRSTMOTHAHA_F,Crop stubble and/or trash management - Other practice - Total area (ha),140,**,4,**
207,North East,LMCROPSOWU6AHA_F,Crop management - Crop land sown to pasture for less than six months of the year (ha),"10,935",**,72,*
207,North East,LMCRROTAHALT6_F,Crop management - Crop land sown to pasture for six months or more of the year (ha),"2,950",*,82,*
207,North East,LMINTCROPNEW_F,Crop management - Intercropping practices - Total area (ha),"4,272",**,44,^
207,North East,LMINTCROPAHAMS_F,Crop management - Intercropping practices - Mixed inter-row/strip cropping - Area (ha),191,**,6,**
207,North East,LMINTCROPAHARA_F,Crop management - Intercropping practices - Row alley cropping - Area (ha),83,*,5,**
207,North East,LMINTCROPAHACO_F,Crop management - Intercropping practices - Cover cropping - Area (ha),157,**,7,**
207,North East,LMINTCROPAHAPA_F,Crop management - Intercropping practices - Pasture cropping - Area (ha),"3,841",**,29,*
207,North East,LMSOILENHAHA_F,Soil management - Soil enhancer use - All soil enhancers - Area applied to (ha),"36,261",^,460,
207,North East,LMSOILENHATO_F,Soil management - Soil enhancer use - All soil enhancers - Weight applied (t),"27,002",^,415,^
207,North East,LMSOILENHALT_F,Soil management - Soil enhancer use - All soil enhancers - Volume applied (L),"5,210,830",**,38,*
207,North East,LMSOILENHAHACO_F,Soil management - Soil enhancer use - Compost - Area applied to (ha),166,**,28,^
207,North East,LMSOILENHATOCO_F,Soil management - Soil enhancer use - Compost - Weight applied (t),907,**,28,^
207,North East,LMSOILENHAHAGM_F,Soil management - Soil enhancer use - Green manure - Area applied to (ha),22,**,13,*
207,North East,LMSOILENHAHAMU_F,Soil management - Soil enhancer use - Mulch - Area applied to (ha),np,,np,
207,North East,LMSOILENHATOMU_F,Soil management - Soil enhancer use - Mulch - Weight applied (t),np,,np,
207,North East,LMSOILENHAHALM_F,Soil management - Soil enhancer use - Lime (including lime sand and stone) - Area applied to (ha),"18,209",^,259,^
207,North East,LMSOILENHATOLM_F,Soil management - Soil enhancer use - Lime (including lime sand and stone) - Amount applied (t),"19,723",^,259,^
207,North East,LMSOILENHALTLM_F,Soil management - Soil enhancer use - Lime (including lime sand and stone) - Volume applied (L),np,,np,
207,North East,LMSOILENHAHADM_F,Soil management - Soil enhancer use - Dolomite - Area applied to (ha),"2,095",*,77,*
207,North East,LMSOILENHATODM_F,Soil management - Soil enhancer use - Dolomite - Amount applied (t),"3,530",*,77,*
207,North East,LMSOILENHAHAGY_F,Soil management - Soil enhancer use - Gypsum - Area applied to (ha),"5,714",*,62,*
207,North East,LMSOILENHATOGY_F,Soil management - Soil enhancer use - Gypsum - Weight applied (t),"2,437",*,62,*
207,North East,LMSOILENHAHAPM_F,Soil management - Soil enhancer use - Poultry manure - Area applied to (ha),np,,24,**
207,North East,LMSOILENHATOPM_F,Soil management - Soil enhancer use - Poultry manure - Weight applied (t),143,**,24,**
207,North East,LMSOILENHAHAOT_F,Soil management - Soil enhancer use - Other soil enhancers - Area applied to (ha) (h),"9,773",**,67,*
207,North East,LMSOILENHATOOT_F,Soil management - Soil enhancer use - Other soil enhancers - Weight applied (t) (h),np,,32,*
207,North East,LMSOILENHALTOT_F,Soil management - Soil enhancer use - Other soil enhancers - Volume applied (L) (h),np,,35,**
207,North East,LMFINHIBAHA_F,Fertiliser - Fertiliser containing nitrification inhibitor - Area applied to (ha),231,**,8,**
207,North East,LMFINHIBATO_F,Fertiliser - Fertiliser containing nitrification inhibitor - Amount applied (t),35,*,8,**
207,North East,LMSLFERTAHANITRA_F,Fertiliser - Nitrate slow release fertiliser - Area applied to (ha),"2,462",*,36,^
207,North East,LMSLFERTATONITRA_F,Fertiliser - Nitrate slow release fertiliser - Weight applied (t),617,**,36,^
207,North East,LMSLFERTAHAURE_F,Fertiliser - Urea slow release fertiliser - Area applied to (ha),"6,890",*,49,^
207,North East,LMSLFERTATOURE_F,Fertiliser - Urea slow release fertiliser - Weight applied (t),628,*,49,^
207,North East,LMSLFERTAHAOT_F,Fertiliser - Other slow release fertiliser - Area applied to (ha),494,**,45,*
207,North East,LMSLFERTATOOT_F,Fertiliser - Other slow release fertiliser - Weight applied (t),np,,45,*
207,North East,AGFERTTYPEAHASSP_F,Fertiliser - Fertiliser use - Single superphosphate - Area applied to (ha),"104,834",,638,
207,North East,AGFERTTYPEATOSSP_F,Fertiliser - Fertiliser use - Single superphosphate - Weight applied (t),"16,182",,638,
207,North East,AGFERTTYPELTRSSP_F,Fertiliser - Fertiliser use - Single superphosphate - Volume applied (L),np,,np,
207,North East,AGFERTTYPEAHADTS_F,Fertiliser - Fertiliser use - Double and/or triple superphosphate - Area applied to (ha),"10,659",*,86,*
207,North East,AGFERTTYPEATODTS_F,Fertiliser - Fertiliser use - Double and/or triple superphosphate - Weight applied (t),"1,188",*,83,*
207,North East,AGFERTTYPELTRDTS_F,Fertiliser - Fertiliser use - Double and/or triple superphosphate - Volume applied (L),np,,np,
207,North East,AGFERTTYPEAHAOPB_F,Fertiliser - Fertiliser use - Other phosphorus-based fertilisers - Area applied to (ha),"6,875",^,62,^
207,North East,AGFERTTYPEATOOPH_F,Fertiliser - Fertiliser use - Other phosphorus-based fertilisers - Weight applied (t),"1,484",*,62,^
207,North East,AGFERTTYPELTROPH_F,Fertiliser - Fertiliser use - Other phosphorus-based fertilisers - Volume applied (L),np,,np,
207,North East,AGFERTTYPEAHAPOT_F,Fertiliser - Fertiliser use - Muriate of potash and/or sulphate of potash - Area applied to (ha),"5,783",*,38,^
207,North East,AGFERTTYPEATOPOT_F,Fertiliser - Fertiliser use - Muriate of potash and/or sulphate of potash - Weight applied (t),np,,38,^
207,North East,AGFERTTYPEAHAURE_F,Fertiliser - Fertiliser use - Urea - Area applied to (ha),"29,335",^,201,^
207,North East,AGFERTTYPEATOURE_F,Fertiliser - Fertiliser use - Urea - Weight applied (t),"5,279",^,201,^
207,North East,AGFERTTYPEALOURA_F,Fertiliser - Fertiliser use - Urea - Volume applied (L),np,,np,
207,North East,AGFERTTYPEAHAAMS_F,Fertiliser - Fertiliser use - Ammonium sulphate - Area applied to (ha),764,**,15,*
207,North East,AGFERTTYPEATOAMS_F,Fertiliser - Fertiliser use - Ammonium sulphate - Weight applied (t),112,**,15,*
207,North East,AGFERTTYPEAHAUAN_F,Fertiliser - Fertiliser use - Urea ammonium nitrate - Area applied to (ha),np,,np,
207,North East,AGFERTTYPEALOUAN_F,Fertiliser - Fertiliser use - Urea ammonium nitrate - Volume applied (L),np,,np,
207,North East,AGFERTTYPEAHAANA_F,Fertiliser - Fertiliser use - Anhydrous ammonia - Area applied to (ha),np,,np,
207,North East,AGFERTTYPEATOANA_F,Fertiliser - Fertiliser use - Anhydrous ammonia - Weight applied (t),np,,np,
207,North East,AGFERTTYPEAHAPTN_F,Fertiliser - Fertiliser use - Potassium nitrate - Area applied to (ha),np,,11,*
207,North East,AGFERTTYPEATOPTN_F,Fertiliser - Fertiliser use - Potassium nitrate - Weight applied (t),23,^,11,*
207,North East,AGFERTTYPEAHAAMP_F,Fertiliser - Fertiliser use - Ammonium phosphates - Area applied to (ha),"22,731",^,201,^
207,North East,AGFERTTYPEATOAMP_F,Fertiliser - Fertiliser use - Ammonium phosphates - Weight applied (t),"2,373",^,201,^
207,North East,AGFERTTYPEAHAONS_F,Fertiliser - Fertiliser use - Other nitrogen-based fertilisers - Area applied to (ha),"4,974",*,69,*
207,North East,AGFERTTYPEATOONB_F,Fertiliser - Fertiliser use - Other nitrogen-based fertilisers - Weight applied (t),855,*,66,*
207,North East,AGFERTTYPELTRONB_F,Fertiliser - Fertiliser use - Other nitrogen-based fertilisers - Volume applied (L),np,,np,
207,North East,AGFERTTYPEAHAAOF_F,Fertiliser - Fertiliser use - All other fertilisers - Area applied to (ha),"1,148",*,33,^
207,North East,AGFERTTYPEATOOTH_F,Fertiliser - Fertiliser use - All other fertilisers - Weight applied (t),333,**,29,*
207,North East,AGFERTTYPELTROTH_F,Fertiliser - Fertiliser use - All other fertilisers - Volume applied (L),np,,np,
207,North East,LMFCROPAHAIP_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Irrigated pasture - Area fertilised (ha),"3,807",^,73,^
207,North East,LMFCROPATOIP_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Irrigated pasture - Weight applied (t),817,*,69,^
207,North East,LMFCROPALTIP_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Irrigated pasture - Volume applied (L),np,,np,
207,North East,LMFCROPAHANIP_F,Fertiliser - Nitrogen-based fertiliser - Land applied to - Non-irrigated pasture - Area fertilised (ha),"19,593",^,159,^
